SensorSensor0;-19.4789835505555;-35.2425725968753;;
SensorSensor1;-38.3884286616875;-24.9593580676985;;
SensorSensor2;-44.5357010278551;-40.5272071485069;;
SensorSensor3;18.9026808524051;-60.4696149986561;;
SensorSensor4;11.9072994016611;18.2016632092193;;
SensorSensor5;37.7525668836909;68.271804628089;;
SensorSensor6;32.1496770005439;11.685259370918;;
SensorSensor7;-28.5704283665728;24.1637584633025;;
SensorSensor8;18.3597523781283;-58.1587766800815;;
SensorSensor9;-2.03317773855905;-70.6545565746047;;
